endpoint,column_name,data_type,pretty_name,definition,is_required
v1/accounting/mts/mts_table_6a,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_6a,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,FALSE
v1/accounting/mts/mts_table_6a,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_6a,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_6a,current_month_excess_amt,CURRENCY,Current Month Excess Amount,Change in excess of liabilities this month.,FALSE
v1/accounting/mts/mts_table_6a,fytd_excess_amt,CURRENCY,Fiscal Year to Date Excess Amount,Change in excess of liabilities fiscal year to date.,FALSE
v1/accounting/mts/mts_table_6a,prior_fytd_excess_amt,CURRENCY,Prior FYTD Excess Amount,Change in excess of liabilities prior fiscal year to date.,FALSE
v1/accounting/mts/mts_table_6a,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6a,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_6a,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6a,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6a,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_6a,record_type_cd,STRING,Record Type Code,Identifier for the type of data point recorded. GL = General Ledger.,TRUE
v1/accounting/mts/mts_table_6a,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_6a,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6a,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_6a,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_6a,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_6a,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_6a,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_6a,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_6b,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_6b,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,FALSE
v1/accounting/mts/mts_table_6b,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_6b,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_6b,current_month_net_txn_amt,CURRENCY,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,FALSE
v1/accounting/mts/mts_table_6b,fytd_net_txn_amt,CURRENCY,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6b,prior_fytd_net_txn_amt,CURRENCY,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6b,begin_year_acct_bal_amt,CURRENCY,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,FALSE
v1/accounting/mts/mts_table_6b,begin_month_acct_bal_amt,CURRENCY,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6b,close_month_acct_bal_amt,CURRENCY,Closing Month Account Balance Amount,The closing balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6b,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6b,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_6b,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6b,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6b,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_6b,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. C = Chapter, SG = Schedule 3 Group, SL = Special Line.",TRUE
v1/accounting/mts/mts_table_6b,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_6b,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6b,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_6b,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_6b,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_6b,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_6b,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_6b,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_6c,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_6c,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,TRUE
v1/accounting/mts/mts_table_6c,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_6c,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_6c,current_month_net_txn_amt,CURRENCY,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,TRUE
v1/accounting/mts/mts_table_6c,fytd_net_txn_amt,CURRENCY,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,TRUE
v1/accounting/mts/mts_table_6c,prior_fytd_net_txn_amt,CURRENCY,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,TRUE
v1/accounting/mts/mts_table_6c,begin_year_acct_bal_amt,CURRENCY,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,TRUE
v1/accounting/mts/mts_table_6c,begin_month_acct_bal_amt,CURRENCY,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,TRUE
v1/accounting/mts/mts_table_6c,close_month_acct_bal_amt,CURRENCY,Closing Month Account Balance Amount,The closing balance for an account for the current month.,TRUE
v1/accounting/mts/mts_table_6c,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6c,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_6c,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6c,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6c,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_6c,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, BL = Business Line, C = Chapter, P = Program.",TRUE
v1/accounting/mts/mts_table_6c,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_6c,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6c,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_6c,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_6c,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_6c,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_6c,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_6c,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_6d,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_6d,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,FALSE
v1/accounting/mts/mts_table_6d,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_6d,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_6d,current_month_net_txn_amt,CURRENCY,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,FALSE
v1/accounting/mts/mts_table_6d,fytd_net_txn_amt,CURRENCY,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6d,prior_fytd_net_txn_amt,CURRENCY,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6d,begin_year_acct_bal_amt,CURRENCY,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,FALSE
v1/accounting/mts/mts_table_6d,begin_month_acct_bal_amt,CURRENCY,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6d,close_month_acct_bal_amt,CURRENCY,Closing Month Account Balance Amount,The closing balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6d,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6d,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_6d,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6d,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6d,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_6d,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, FT = Fund Type, P = Program, SL = Special Line.",TRUE
v1/accounting/mts/mts_table_6d,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_6d,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6d,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_6d,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_6d,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_6d,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_6d,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_6d,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_6e,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_6e,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,FALSE
v1/accounting/mts/mts_table_6e,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_6e,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_6e,current_month_net_txn_amt,CURRENCY,Current Month Net Transaction Amount,The total amount of transactional activity for the month for an account.,FALSE
v1/accounting/mts/mts_table_6e,fytd_net_txn_amt,CURRENCY,Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6e,prior_fytd_net_txn_amt,CURRENCY,Prior Fiscal Year to Date Net Transaction Amount,The total amount of transactional activity for the prior fiscal year for an account.,FALSE
v1/accounting/mts/mts_table_6e,begin_year_acct_bal_amt,CURRENCY,Beginning Year Account Balance Amount,The opening balance for an account for the fiscal year.,FALSE
v1/accounting/mts/mts_table_6e,begin_month_acct_bal_amt,CURRENCY,Beginning Month Account Balance Amount,The opening balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6e,close_month_acct_bal_amt,CURRENCY,Closing Month Account Balance Amount,The closing balance for an account for the current month.,FALSE
v1/accounting/mts/mts_table_6e,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6e,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_6e,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_6e,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6e,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_6e,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, FI = Financial Indicator, P = Program.",TRUE
v1/accounting/mts/mts_table_6e,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_6e,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_6e,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_6e,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_6e,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_6e,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_6e,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_6e,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_7,record_date,DATE,Record Date,The date that data was published.,FALSE
v1/accounting/mts/mts_table_7,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,TRUE
v1/accounting/mts/mts_table_7,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_7,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_7,oct_rcpt_outly_amt,CURRENCY,October Receipts and Outlays Amount,Amount of receipts or outlays for October.,FALSE
v1/accounting/mts/mts_table_7,nov_rcpt_outly_amt,CURRENCY,November Receipts and Outlays Amount,Amount of receipts or outlays for November.,FALSE
v1/accounting/mts/mts_table_7,dec_rcpt_outly_amt,CURRENCY,December Receipts and Outlays Amount,Amount of receipts or outlays for December.,FALSE
v1/accounting/mts/mts_table_7,jan_rcpt_outly_amt,CURRENCY,January Receipts and Outlays Amount,Amount of receipts or outlays for January.,FALSE
v1/accounting/mts/mts_table_7,feb_rcpt_outly_amt,CURRENCY,February Receipts and Outlays Amount,Amount of receipts or outlays for February.,FALSE
v1/accounting/mts/mts_table_7,mar_rcpt_outly_amt,CURRENCY,March Receipts and Outlays Amount,Amount of receipts or outlays for March.,FALSE
v1/accounting/mts/mts_table_7,apr_rcpt_outly_amt,CURRENCY,April Receipts and Outlays Amount,Amount of receipts or outlays for April.,FALSE
v1/accounting/mts/mts_table_7,may_rcpt_outly_amt,CURRENCY,May Receipts and Outlays Amount,Amount of receipts or outlays for May.,FALSE
v1/accounting/mts/mts_table_7,jun_rcpt_outly_amt,CURRENCY,June Receipts and Outlays Amount,Amount of receipts or outlays for June.,FALSE
v1/accounting/mts/mts_table_7,jul_rcpt_outly_amt,CURRENCY,July Receipts and Outlays Amount,Amount of receipts or outlays for July.,FALSE
v1/accounting/mts/mts_table_7,aug_rcpt_outly_amt,CURRENCY,August Receipts and Outlays Amount,Amount of receipts or outlays for August.,FALSE
v1/accounting/mts/mts_table_7,sep_rcpt_outly_amt,CURRENCY,September Receipts and Outlays Amount,Amount of receipts or outlays for September.,FALSE
v1/accounting/mts/mts_table_7,current_fytd_rcpt_outly_amt,CURRENCY,Current FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the fiscal year to date.,TRUE
v1/accounting/mts/mts_table_7,prior_fytd_rcpt_outly_amt,CURRENCY,Prior FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the prior fiscal year to date.,TRUE
v1/accounting/mts/mts_table_7,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_7,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_7,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_7,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_7,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_7,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. A = Agency, B = Bureau, C = Chapter, P = Program, RSG = Receipt Source Group, SL = Special Line, SLI = Special Line - Italics, UORG = Undistributed Offsetting Receipts Group.",TRUE
v1/accounting/mts/mts_table_7,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_7,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_7,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_7,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_7,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_7,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_7,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_7,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_8,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_8,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,FALSE
v1/accounting/mts/mts_table_8,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_8,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_8,current_month_rcpt_amt,CURRENCY,Current Month Receipts Amount,Amount of receipts for the month to a fund that is designated as a trust fund.,FALSE
v1/accounting/mts/mts_table_8,current_month_outly_amt,CURRENCY,Current Month Outlays Amount,Amount of outlays for the month from a fund that is designated as a trust fund.,FALSE
v1/accounting/mts/mts_table_8,current_month_excess_amt,CURRENCY,Current Month Excess Amount,Difference between the receipts and outlays for a trust fund for the month.,FALSE
v1/accounting/mts/mts_table_8,fytd_rcpt_amt,CURRENCY,Fiscal Year to Date Receipts Amount,Fiscal year to date amount of receipts to a fund that is designated as a trust fund.,FALSE
v1/accounting/mts/mts_table_8,fytd_outly_amt,CURRENCY,Fiscal Year to Date Outlays Amount,Fiscal year to date amount of outlays from a fund that is designated as a trust fund.,FALSE
v1/accounting/mts/mts_table_8,fytd_excess_amt,CURRENCY,Fiscal Year to Date Excess Amount,Fiscal year to date difference between the receipts and outlays for a trust fund.,FALSE
v1/accounting/mts/mts_table_8,begin_year_acct_bal_amt,CURRENCY,Beginning Year Account Balance Amount,The opening balance for a trust fund for the fiscal year.,FALSE
v1/accounting/mts/mts_table_8,begin_month_acct_bal_amt,CURRENCY,Beginning Month Account Balance Amount,The opening balance for a trust fund for the current month.,FALSE
v1/accounting/mts/mts_table_8,close_month_acct_bal_amt,CURRENCY,Closing Month Account Balance Amount,The closing balance for a trust fund for the current month.,FALSE
v1/accounting/mts/mts_table_8,table_nbr,STRING,Table Number,The corresponding table number in the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_8,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table on the Monthly Treasury Statement where a data point can be found.  This can assist in structuring the data in a similar format to the Monthly Treasury Statement and in understanding potential hierarchies within the table.,TRUE
v1/accounting/mts/mts_table_8,print_order_nbr,STRING,Print Order Sequence Number,A sequence for recreating the table structure as seen on the Monthly Treasury Statement.,TRUE
v1/accounting/mts/mts_table_8,line_code_nbr,STRING,Line Code Number,"Similar to print_order_nbr, line_code_nbr is a sequence for recreating the table structure as seen on the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_8,data_type_cd,STRING,Data Type Code,"Identifier for the specificity of the underlying data point. D = Detail Record, S = Sub-header, T = Total.",TRUE
v1/accounting/mts/mts_table_8,record_type_cd,STRING,Record Type Code,"Identifier for the type of data point recorded. PG = Program Group, PGD = Program Group - with an underline below, SL = Special Line, SLD = Special Line - line below (down), SLU = Special Line - Line above (up).",TRUE
v1/accounting/mts/mts_table_8,sequence_level_nbr,STRING,Sequence Level Number,Sequence_level_nbr is an identifier used to represent hierarchies within data.,TRUE
v1/accounting/mts/mts_table_8,sequence_number_cd,STRING,Sequence Number Code,"A more detailed identifier used to represent hierarchies within data.  Similar to print_order_nbr, sequence_number_cd can be used to structure the data in a similar format to the Monthly Treasury Statement.",TRUE
v1/accounting/mts/mts_table_8,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date.  The federal government's fiscal year runs from October 1 to September 30.,TRUE
v1/accounting/mts/mts_table_8,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date.  For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v1/accounting/mts/mts_table_8,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v1/accounting/mts/mts_table_8,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v1/accounting/mts/mts_table_8,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v1/accounting/mts/mts_table_8,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v1/accounting/mts/mts_table_9,record_date,DATE,Record Date,The date that data was published.,TRUE
v1/accounting/mts/mts_table_9,parent_id,STRING,Parent ID,Identifies which record the classification_id belongs to in the hierarchy.,TRUE
v1/accounting/mts/mts_table_9,classification_id,STRING,Classification ID,Unique identifier for a particular data point. This ID changes each time the MTS is published. The value is never repeated or reused.,TRUE
v1/accounting/mts/mts_table_9,classification_desc,STRING,Classification Description,A more detailed description for the recorded data point.,TRUE
v1/accounting/mts/mts_table_9,current_month_rcpt_outly_amt,CURRENCY,Current Month Receipt or Outlay Amount,Amount of receipts or outlays for the current month.,FALSE
v1/accounting/mts/mts_table_9,current_fytd_rcpt_outly_amt,CURRENCY,Current FYTD Receipt or Outlay Amount,Amount of receipts or outlays for the fiscal year to date.,FALSE
